"","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)","character(0)"
"character(0)",0.228492949024686,0.272472251717309,0.134421712570952,0.131708440797698,0.187910143687174,0.122444445679702,0.168362859611271,0.14116461821945,0.188228581712054,0.157601717064622,0.133476418439556,0.138928713742456,0.178034779575319,0.142887450524277,0.167261637230408,0.167302552504315,0.13458709211236,0.122472391462487,0.122206648508147,0.107581913482465,0,0.126540336631313,0.109770457789747,0.126499763658551,0.131422315674762,0.123155082284315,0.184991793483563,0.152312406463105,0.170232660861908,0.146657779057104,0.167670340679625,0.154598251663903,0.141067614519131,0.163621032169755,0.109364419707071,0.228582794869573,0.134396251501954,0.129229711228715,0.155084480389313,0.125508445416946,0.12575360593462,0.123474227306211,0.132524381712933,0.157992089330067,0.107994653636441,0.226461994019479,0.114216516081379,0.262935754469386,0.165026781698171,0.141817657718589
"character(0)",0.222982266102457,0.266933606967554,0.118755510283719,0.121729660572773,0.182392902466777,0.109941791705396,0.159993839927936,0.128085945274309,0.188237672025811,0.150822210706246,0.12086917011736,0.131968016218601,0.168301869622088,0.132071703538639,0.15716683291042,0.163191703579886,0.124893438716873,0.107899546041034,0.108988272695228,0.094490794884578,0.126540336631313,0,0.089487091223069,0.114709829682698,0.11888511677261,0.116427315541699,0.17700341162619,0.141297889570456,0.169638584168087,0.133758149656367,0.16161127022105,0.152962598538951,0.131044196219114,0.157101496456584,0.100374031006054,0.222136555739861,0.123778726479592,0.115393960234722,0.147912478734724,0.111087533479005,0.110995076090136,0.109536388738566,0.119129544313125,0.148028116684319,0.100356982338244,0.225424474787428,0.0984288469458443,0.257417925225935,0.154852607126728,0.132962650488121
"character(0)",0.203162768158491,0.249162726483778,0.0978709743866301,0.100066710577609,0.170443612223525,0.0864131498661917,0.145873976436736,0.108815437439122,0.177649922273576,0.135448863842128,0.0981154339362935,0.112966234988252,0.14654105975564,0.112693259393984,0.140861259854874,0.153643452610554,0.104549008564457,0.0813122584755232,0.0845920362712997,0.0545333718169836,0.109770457789747,0.089487091223069,0,0.0837381654514151,0.0972923180283147,0.0928098499744599,0.162656079205969,0.124591663904458,0.157417038097855,0.120315795416063,0.145215612125523,0.139359120171341,0.114992898723271,0.142695719541539,0.0723599367012469,0.213655510860571,0.101036685212173,0.0902297354192359,0.130271530954163,0.0856573931888141,0.0844097910981555,0.0816482609749915,0.093982385688393,0.130717353299296,0.0708061980030189,0.21883051374114,0.0688457839405771,0.248832873317172,0.140020580553982,0.115290115292219
"character(0)",0.170353236483821,0.215608709078901,0.120287348602705,0.118640185653182,0.180421539262471,0.110268144480039,0.158002919236466,0.126540336631313,0.190092007787414,0.15164814399461,0.119488088265708,0.134396251501954,0.129176737374787,0.133450777018045,0.158888459584787,0.162087018292381,0.125126129856002,0.106478808029206,0.111056722901937,0.0732530129162088,0.126499763658551,0.114709829682698,0.0837381654514151,0,0.116896664143791,0.117495277092048,0.178265295139597,0.143043042718199,0.168941166354814,0.141019087646514,0.16177000836974,0.151241398128447,0.132123516684429,0.154054963553985,0.0969575856566975,0.222959243825167,0.125112454121783,0.114963134804377,0.147924046597622,0.112662887945004,0.112145314853886,0.10995735427773,0.121363640179653,0.149076299921813,0.102198548462744,0.225720312536216,0.0994836262376461,0.254711599067547,0.155745073243299,0.134536227752224
"character(0)",0.218908692627468,0.259312044433332,0.113781232420662,0.119287436422595,0.16994091658433,0.107071741486017,0.150856242268646,0.122262642393563,0.178476339527826,0.145062350223059,0.112389175570992,0.13074353080097,0.161282716293863,0.131161660289904,0.154043856090576,0.15550318170223,0.12524914426866,0.106527006662242,0.110485177450143,0.0974504741631018,0.131422315674762,0.11888511677261,0.0972923180283147,0.116896664143791,0,0.118841930314768,0.172360339550616,0.138385732147667,0.166297230375697,0.137766109924627,0.156074321175936,0.145250957291467,0.130599489609578,0.147831478349135,0.100850223592423,0.221086477854805,0.123972109274741,0.116339101879173,0.145203828491624,0.111149129011034,0.108783983344683,0.109286162509424,0.121743716304079,0.1430430427182,0.10324796210544,0.216630050458924,0.101036685212173,0.247066219005512,0.152334873076763,0.129414948956355
"character(0)",0.223710079457591,0.267963661983439,0.119172626543807,0.120358453029676,0.174422835920127,0.110763594970418,0.155470167332579,0.129375277484838,0.181339143257338,0.145286293858658,0.120145013505398,0.131409295184744,0.170232660861907,0.131096415466542,0.156457568060245,0.162065903589198,0.126459177668417,0.109019667848607,0.109598856031205,0.0957678769728079,0.123155082284315,0.116427315541699,0.0928098499744599,0.117495277092048,0.118841930314768,0,0.176684111473683,0.132408126567459,0.152278700327673,0.136606137423474,0.156085284145863,0.142791617213346,0.129401726483885,0.154963066237091,0.100049609541754,0.221094217216572,0.122737559049737,0.113344277123116,0.143389524598849,0.111226075457779,0.110143933632977,0.108168800372736,0.11769898422695,0.146248853961888,0.097257137293833,0.216100188813752,0.0994492206940829,0.254725034286537,0.154288035567564,0.12455045614282
"character(0)",0.247502151394112,0.280773423739804,0.1691840725426,0.177563214423813,0.210614598950906,0.171783582628833,0.193004164307003,0.182542942926056,0.215330765469948,0.187362990792197,0.169487215721625,0.179851605630591,0.20027017103189,0.179241678971442,0.193853393808168,0.198752138726673,0.183850573845427,0.171604194955181,0.174481686341614,0.164860800482727,0.184991793483563,0.17700341162619,0.162656079205969,0.178265295139597,0.172360339550616,0.176684111473683,0,0.179270315639814,0.20367588061458,0.179155741502222,0.196065121260979,0.186190357386725,0.18698818216028,0.201420301644353,0.166214894819034,0.251180437527865,0.174638523844148,0.174206880950138,0.194073937457056,0.167118354886223,0.165161518612565,0.169214411298792,0.17290548704455,0.182439803365613,0.166944203857643,0.243964831873317,0.16665697016154,0.264531796357885,0.197880698441001,0.174452263612475
"character(0)",0.227073187851173,0.264382981237297,0.135297185335601,0.143508807145555,0.176286599593544,0.138138216778461,0.162392872976366,0.151467502901315,0.186850869203549,0.158219361693056,0.137455251389766,0.146960815401483,0.173448921156121,0.146587758628641,0.15939380734022,0.168413667730124,0.1494889369403,0.137068807710906,0.135499385613315,0.126540336631313,0.152312406463105,0.141297889570456,0.124591663904458,0.143043042718199,0.138385732147667,0.132408126567459,0.179270315639814,0,0.166708298189541,0.152503267180731,0.158554263587871,0.153454010022143,0.150856242268645,0.172111974426136,0.129044207600102,0.230899106061707,0.134128618475321,0.14225135187389,0.165409975343641,0.132705020619092,0.12978463126123,0.13249855605124,0.139702490576109,0.153208501304047,0.125916781097467,0.207562111298937,0.127671145093473,0.249697808531331,0.170021447766002,0.124371731404815
"character(0)",0.24336090545429,0.278975966253506,0.165399630431323,0.17220142713739,0.195899234414369,0.164538735404376,0.186823394501398,0.178639248513498,0.20683538567348,0.181424046489422,0.164278545584414,0.174579726292229,0.193473470654823,0.174834372872659,0.188228581712053,0.186254676608014,0.173724925524405,0.165699370672979,0.162981864604602,0.15740616788149,0.170232660861908,0.169638584168087,0.157417038097855,0.168941166354814,0.166297230375697,0.152278700327673,0.20367588061458,0.166708298189541,0,0.1791939410211,0.186144401478982,0.1742658043007,0.177389671576266,0.195032593696383,0.156807145522857,0.246685013273142,0.166862187540309,0.165936710699684,0.18374816827188,0.161197819477194,0.158953061522641,0.158608213796513,0.164195197762924,0.179661225979868,0.156643378224367,0.212007375027706,0.158683713273542,0.264661132793695,0.193932818414613,0.162340180521304
"character(0)",0.2254092931546,0.26469345702807,0.133719766715315,0.141588228005862,0.187718821583922,0.135335120899317,0.169082904039539,0.150288043480294,0.188201308136353,0.158240989655933,0.135044009243,0.142131014019788,0.173862763401421,0.144708049400399,0.167762161737718,0.173517963406622,0.147088835142204,0.132782362065553,0.134332577716458,0.123640410729071,0.146657779057104,0.133758149656367,0.120315795416063,0.141019087646514,0.137766109924627,0.136606137423474,0.179155741502222,0.152503267180731,0.1791939410211,0,0.164090953451886,0.160090063970806,0.152682682851224,0.172925278206641,0.127254992837784,0.222290560580698,0.140191560829434,0.132924037840149,0.160090063970806,0.124756358839416,0.125903191244629,0.128645799092584,0.132588923859511,0.153943852855395,0.126945353147466,0.22781046482707,0.126486236442166,0.253830043485103,0.167200245546479,0.144032476783633
"character(0)",0.237575850326327,0.273130845153548,0.152379796366761,0.159736959098735,0.188464787371109,0.156927132921774,0.173793858128012,0.164507534354431,0.189307264363629,0.172638084292665,0.153007337527488,0.161833460032651,0.18937052493828,0.159103697369166,0.179661225979868,0.186960727636873,0.167558046609525,0.15497410781794,0.157243024461027,0.147611396104582,0.167670340679625,0.16161127022105,0.145215612125523,0.16177000836974,0.156074321175936,0.156085284145863,0.196065121260979,0.158554263587871,0.186144401478982,0.164090953451886,0,0.168971548724695,0.166821164260637,0.189433764387343,0.148938500200555,0.24288936400558,0.154188190702165,0.159426009193945,0.179327575257661,0.151241398128447,0.147483829960853,0.151173500752128,0.154742069167659,0.170122058135044,0.148166763093124,0.232920756877262,0.149454594035928,0.256258709237376,0.177196646849265,0.153398247089227
"character(0)",0.232428035804159,0.271364738673894,0.145615688308031,0.152222506849865,0.185785555261191,0.141672797969121,0.13625496425277,0.160517028494805,0.190972109661285,0.0958036045909031,0.146342423295812,0.157580001361169,0.182533569010578,0.155106545478759,0.176189509428337,0.163641946214983,0.159383071943182,0.147819903242172,0.143365656180107,0.139518647240014,0.154598251663903,0.152962598538951,0.139359120171341,0.151241398128447,0.145250957291467,0.142791617213346,0.186190357386725,0.153454010022143,0.1742658043007,0.160090063970806,0.168971548724695,0,0.158240989655933,0.168301869622088,0.134434441297137,0.23011967877977,0.150014543629475,0.150470100534906,0.16964867059579,0.140970544069295,0.143425319779253,0.143090883202052,0.15203129366496,0.162666598596713,0.133219782135158,0.22141902613363,0.135890292474924,0.251711230407403,0.17745718062816,0.140264774287725
